#Creator: pendulumdriveEventBuffer
#Creation time: Tue Apr  4 15:26:34 2017
#Time	Pos
#[s]	[au]
0.050	370
0.101	347
0.151	324
0.201	316
0.251	311
0.301	304
0.351	314
0.402	321
0.452	343
0.502	365
0.552	384
0.602	419
0.652	446
0.703	470
0.753	499
0.803	504
0.853	537
0.904	545
0.955	537
1.005	550
1.055	537
1.105	522
1.155	508
1.205	467
1.256	457
1.306	428
1.356	391
1.406	373
1.456	351
1.507	326
1.557	318
1.607	307
1.657	309
1.707	314
1.757	318
1.809	340
1.859	361
1.909	381
1.959	414
2.009	432
2.059	471
2.110	495
2.160	504
2.210	534
2.260	536
2.310	546
2.361	549
2.411	525
2.461	529
2.511	510
2.561	477
2.611	462
2.662	430
2.713	401
2.763	379
2.813	348
2.863	335
2.913	321
2.964	308
3.014	309
3.064	323
3.114	317
3.164	338
3.215	352
3.265	384
3.315	409
3.365	428
3.415	464
3.465	479
3.516	513
3.566	530
3.617	525
3.667	548
3.717	546
3.768	532
3.818	532
3.868	497
3.918	489
3.968	465
4.018	428
4.069	408
4.119	382
4.169	353
4.219	337
4.269	319
4.319	308
4.370	311
4.420	307
4.470	320
4.521	335
4.571	350
4.622	379
4.672	404
4.722	432
4.772	461
4.822	474
4.872	510
4.923	525
4.973	531
5.023	547
5.073	529
5.123	545
5.173	533
5.224	503
5.274	494
5.324	467
5.374	434
5.425	412
5.476	379
5.526	360
5.576	341
5.626	320
5.676	315
5.726	311
5.777	306
5.827	319
5.877	328
5.927	352
5.977	375
6.027	393
6.078	429
6.128	455
6.178	475
6.228	505
6.278	510
6.330	539
6.380	545
6.430	536
6.480	545
6.530	531
6.580	512
6.631	498
6.681	459
6.731	446
6.781	418
6.831	384
6.881	366
6.932	345
6.982	324
7.032	318
7.082	308
7.132	311
7.183	319
7.234	327
7.284	349
7.334	371
7.384	390
7.434	424
7.485	439
7.535	478
7.585	501
7.635	507
7.685	535
7.736	538
7.786	540
7.836	546
7.886	520
7.936	522
7.986	500
8.037	468
8.088	452
8.138	422
8.188	392
8.238	372
8.288	344
8.339	332
8.389	321
8.439	311
8.489	313
8.539	319
8.590	324
8.640	346
8.690	359
8.740	391
8.790	417
8.840	435
8.891	471
8.941	490
8.992	511
9.042	531
9.092	524
9.142	545
9.193	543
9.243	526
9.293	523
9.343	499
9.393	478
9.444	457
9.494	419
9.544	403
9.594	378
9.644	350
9.694	338
9.745	327
9.795	312
9.845	315
9.896	314
9.946	329
9.996	344
10.047	358
10.097	388
10.147	411
10.197	436
10.247	466
10.298	475
10.348	510
10.398	525
10.448	526
10.498	543
10.548	526
10.599	537
10.649	525
10.699	492
10.749	487
10.800	461
10.851	426
10.901	410
10.951	383
11.001	357
11.051	342
11.101	324
11.152	321
11.202	318
11.252	316
11.302	328
11.352	347
11.402	357
11.453	383
11.503	398
11.553	435
11.603	458
11.653	478
11.705	506
11.755	505
11.805	535
11.855	539
11.905	526
11.955	537
12.006	524
12.056	502
12.106	491
12.156	455
12.206	440
12.256	414
12.307	382
12.357	367
12.407	348
12.457	328
12.507	323
12.558	315
12.609	318
12.659	326
12.709	333
12.759	356
12.809	378
12.860	396
12.910	427
12.960	442
13.010	478
13.060	500
13.110	503
13.161	531
13.211	535
13.261	532
13.311	539
13.361	512
13.412	513
13.462	495
13.513	460
13.563	447
13.613	420
13.663	390
13.714	373
13.764	345
13.814	336
13.864	326
13.914	315
13.964	319
14.015	326
14.065	330
14.115	353
14.165	367
14.215	396
14.266	421
14.316	437
14.366	473
14.417	492
14.467	507
14.517	528
14.568	522
14.618	540
14.668	538
14.718	517
14.768	518
14.819	496
14.869	472
14.919	453
14.969	414
15.019	401
15.069	378
15.120	350
15.170	339
15.220	329
15.270	317
15.321	319
15.371	321
15.422	334
15.472	349
15.522	362
15.572	392
15.622	415
15.673	436
15.723	468
15.773	476
15.823	509
15.873	524
15.923	522
15.974	540
16.024	534
16.074	530
16.124	520
16.175	491
16.225	482
16.276	457
16.326	424
16.376	408
16.426	382
16.476	356
16.527	344
16.577	326
16.627	322
16.677	319
16.727	317
16.777	330
16.828	347
16.878	358
16.928	386
16.978	401
17.028	437
17.080	461
17.130	475
17.180	507
17.230	515
17.280	531
17.330	539
17.381	523
17.431	536
17.481	523
17.531	495
17.581	487
17.631	458
17.682	436
17.732	413
17.782	381
17.832	364
17.882	345
17.932	326
17.984	323
18.034	329
18.084	316
18.134	329
18.184	337
18.235	359
18.285	381
18.335	400
18.385	431
18.435	450
18.485	480
18.536	502
18.586	505
18.636	532
18.686	537
18.736	532
18.787	538
18.837	510
18.888	511
18.938	492
18.988	453
19.038	444
19.089	417
19.139	386
19.189	369
19.239	351
19.289	330
19.339	323
19.390	314
19.440	320
19.490	326
19.540	330
19.590	355
19.641	367
19.691	400
19.741	425
19.792	439
19.842	477
19.892	496
19.943	509
19.993	532
20.043	523
20.093	542
20.143	539
20.193	518
20.244	516
20.294	495
20.344	467
20.394	451
20.444	412
20.495	399
20.545	374
20.595	347
20.645	337
20.696	326
20.746	314
20.797	319
20.847	319
20.897	334
20.947	351
20.997	364
21.048	395
21.098	419
21.148	440
21.198	471
21.248	480
21.298	514
21.349	528
21.399	527
21.449	542
21.499	535
21.549	527
21.600	520
21.651	488
21.701	480
21.751	454
21.801	422
21.851	403
21.902	377
21.952	352
22.002	340
22.052	321
22.102	319
22.152	319
22.203	316
22.253	332
22.303	348
22.353	362
22.403	390
22.453	406
22.505	442
22.555	468
22.605	481
22.655	512
22.705	522
22.756	532
22.806	543
22.856	526
22.906	536
22.956	523
23.006	495
23.057	484
23.107	456
23.157	429
23.207	408
23.257	374
23.307	360
23.358	341
23.409	322
23.459	319
23.509	319
23.559	313
23.610	329
23.660	337
23.710	362
23.760	386
23.810	404
23.860	437
23.911	459
23.961	485
24.011	510
24.061	510
24.111	537
24.161	542
24.212	534
24.262	539
24.313	519
24.363	508
24.413	489
24.464	453
24.514	438
24.564	411
24.614	378
24.664	363
24.714	349
24.765	322
24.815	319
24.865	313
24.915	317
24.965	326
25.016	334
25.066	359
25.116	383
25.166	402
25.217	433
25.267	449
25.318	485
25.368	505
25.418	517
25.468	538
25.518	525
25.568	545
25.619	541
25.669	515
25.719	514
25.769	491
25.819	461
25.870	443
25.920	411
25.970	386
26.020	365
26.071	340
26.121	329
26.172	320
26.222	309
26.272	315
26.322	319
26.372	332
26.422	354
26.473	369
26.523	401
26.573	427
26.623	448
26.673	482
26.724	491
26.774	523
26.824	537
26.874	530
26.924	547
26.975	540
27.026	526
27.076	518
27.126	485
27.176	473
27.226	448
27.276	412
27.327	394
27.377	368
27.427	342
27.477	331
27.527	316
27.578	314
27.628	315
27.678	316
27.728	332
27.778	351
27.828	365
27.880	396
27.930	413
27.980	450
28.030	476
28.080	489
28.131	520
28.181	530
28.231	537
28.281	546
28.331	529
28.381	536
28.432	521
28.482	488
28.532	479
28.582	451
28.632	420
28.682	399
28.733	366
28.784	352
28.834	334
28.884	317
28.934	316
28.985	315
29.035	313
29.085	330
29.135	340
29.185	368
29.235	392
29.286	410
29.336	445
29.386	469
29.436	490
29.486	517
29.536	515
29.587	542
29.637	544
29.688	535
29.738	538
29.788	518
29.839	502
29.889	483
29.939	444
29.989	431
30.039	403
30.089	371
30.140	356
30.190	339
30.240	320
30.290	316
30.340	311
30.390	318
30.441	328
30.491	338
30.541	363
30.592	387
30.642	410
30.693	441
30.743	455
30.793	491
30.843	511
30.893	518
30.943	539
30.994	535
31.044	543
31.094	539
31.144	513
31.194	509
31.244	486
31.295	453
31.345	435
31.395	407
31.445	377
31.496	360
31.547	333
31.597	326
31.647	317
31.697	310
31.747	318
31.797	334
31.848	336
31.898	360
31.948	376
31.998	409
32.048	435
32.099	454
32.149	488
32.199	496
32.249	528
32.299	538
32.349	529
32.401	546
32.451	539
32.501	519
32.551	512
32.601	479
32.651	465
32.702	439
32.752	401
32.802	385
32.852	362
32.902	336
32.953	326
33.003	315
33.053	312
33.103	315
33.153	318
33.203	336
33.254	355
33.305	373
33.355	404
33.405	421
33.455	460
33.505	485
33.556	491
33.606	526
33.656	535
33.706	536
33.756	547
33.807	529
33.857	533
33.907	516
33.957	484
34.007	470
34.057	443
34.108	410
34.158	389
34.209	357
34.259	342
34.309	327
34.360	313
34.410	313
34.460	314
34.510	315
34.560	333
34.610	346
34.661	375
34.711	400
34.761	418
34.811	456
34.861	479
34.911	499
34.962	524
35.012	523
35.062	546
35.113	549
35.163	533
35.214	537
35.264	516
35.314	493
35.364	474
35.414	434
35.464	420
35.515	391
35.565	360
35.615	345
35.665	330
35.715	312
35.765	312
35.816	308
35.866	317
35.916	330
35.966	342
36.017	371
36.068	395
36.118	418
36.168	452
36.218	466
36.268	503
36.318	522
36.369	525
36.419	546
36.469	542
36.519	544
36.569	539
36.619	509
36.670	503
36.720	478
36.770	442
36.820	422
36.870	393
36.922	364
36.972	347
37.022	323
37.072	316
37.122	312
37.172	304
37.223	314
37.273	329
37.323	340
37.373	366
37.423	385
37.473	421
37.524	449
37.574	464
37.624	501
37.674	515
37.724	535
37.775	548
37.826	534
37.876	550
37.926	540
37.976	516
38.026	507
38.077	476
38.127	450
38.177	425
38.227	387
38.277	371
38.328	348
38.378	324
38.428	315
38.478	319
38.528	304
38.578	313
38.629	320
38.680	341
38.730	363
38.780	382
38.830	417
38.880	439
38.931	472
38.981	499
39.031	506
39.081	538
39.131	545
39.182	540
39.232	551
39.282	525
39.332	529
39.382	510
39.432	472
39.483	458
39.533	428
39.584	393
39.634	372
39.684	351
39.734	326
39.785	316
39.835	305
39.885	306
39.935	311
39.985	316
40.036	338
40.086	359
40.136	384
40.186	414
40.236	432
40.286	472
40.337	495
40.387	512
40.437	538
40.488	530
40.538	554
40.588	553
40.639	530
40.689	533
40.739	511
40.789	481
40.839	462
40.890	422
40.940	401
40.990	375
41.040	344
41.090	331
41.140	318
41.191	304
41.241	305
41.291	305
41.341	318
41.392	335
41.443	351
41.493	382
41.543	409
41.593	433
41.643	470
41.693	484
41.744	517
41.794	535
41.844	533
41.894	554
41.944	550
41.994	541
42.045	535
42.095	502
42.145	492
42.195	463
42.245	423
42.297	405
42.347	377
42.397	349
42.447	332
42.497	313
42.547	308
42.598	305
42.648	303
42.698	317
42.748	334
42.798	350
42.848	379
42.899	398
42.949	438
42.999	466
43.049	484
43.099	517
43.150	528
43.201	543
43.251	553
43.301	535
43.351	550
43.401	536
43.452	506
43.502	494
43.552	463
43.602	432
43.652	407
43.702	371
43.753	354
43.803	333
43.853	312
43.903	308
43.953	307
44.004	298
44.054	315
44.105	324
44.155	351
44.205	377
44.255	400
44.306	436
44.356	462
44.406	489
44.456	516
44.506	518
44.556	549
44.607	553
44.657	545
44.707	552
44.757	531
44.807	518
44.858	498
44.908	456
44.958	439
45.009	409
45.059	373
45.109	355
45.160	335
45.210	312
45.260	307
45.310	299
45.360	305
45.411	314
45.461	323
45.511	349
45.561	377
45.611	398
45.661	432
45.712	448
45.762	490
45.812	512
45.862	524
45.913	548
45.963	535
46.014	557
46.064	553
46.114	523
46.164	523
46.214	498
46.265	462
46.315	443
46.365	411
46.415	378
46.465	357
46.515	331
46.566	317
46.616	309
46.666	300
46.716	303
46.767	319
46.817	320
46.868	347
46.918	365
46.968	399
47.018	428
47.068	450
47.119	487
47.169	496
47.219	533
47.269	546
47.319	538
47.369	556
47.420	550
47.470	533
47.520	525
47.570	486
47.620	476
47.672	447
47.722	406
47.772	385
47.822	361
47.872	332
47.922	320
47.973	307
48.023	301
48.073	305
48.123	308
48.173	324
48.223	344
48.274	363
48.324	396
48.374	415
48.424	456
48.474	485
48.524	493
48.576	530
48.626	542
48.676	545
48.726	557
48.776	537
48.827	544
48.877	527
48.927	491
48.977	479
49.027	448
49.077	413
49.128	390
49.178	357
49.228	341
49.278	322
49.328	306
49.379	305
49.429	306
49.480	305
49.530	324
49.580	336
49.630	367
49.681	394
49.731	415
49.781	453
49.831	479
49.881	501
49.931	527
49.982	526
50.032	552
50.082	555
50.132	539
50.182	545
50.233	523
50.283	503
50.333	482
50.384	441
50.434	424
50.484	393
50.535	361
50.585	343
50.635	326
50.685	308
50.735	306
50.785	301
50.836	310
50.886	323
50.936	334
50.986	363
51.036	391
51.087	416
51.137	451
51.187	465
51.237	505
51.288	526
51.338	530
51.389	552
51.439	548
51.489	552
51.539	546
51.589	514
51.640	510
51.690	482
51.740	448
51.790	424
51.840	395
51.890	364
51.941	344
51.991	320
52.041	312
52.091	305
52.141	298
52.192	308
52.243	323
52.293	333
52.343	361
52.393	381
52.443	418
52.494	447
52.544	467
52.594	503
52.644	512
52.694	542
52.744	552
52.795	541
52.845	556
52.895	546
52.945	524
52.995	512
53.045	477
53.097	456
53.147	428
53.197	391
53.247	370
53.297	346
53.348	321
53.398	312
53.448	315
53.498	298
53.548	307
53.598	314
53.649	335
53.699	359
53.749	378
53.799	414
53.849	438
53.899	474
53.950	500
54.001	508
54.051	540
54.101	548
54.151	547
54.202	557
54.252	530
54.302	535
54.352	514
54.402	478
54.452	461
54.503	429
54.553	394
54.603	373
54.653	343
54.703	326
54.753	314
54.804	303
54.854	303
54.905	307
54.955	312
55.005	334
55.056	351
55.106	382
55.156	412
55.206	433
55.256	472
55.306	496
55.357	514
55.407	540
55.457	532
55.507	556
55.557	556
55.608	538
55.658	538
55.708	513
55.758	484
55.809	464
55.859	421
55.910	403
55.960	374
56.010	345
56.060	329
56.110	315
56.160	302
56.211	303
56.261	303
56.311	316
56.361	332
56.411	348
56.462	380
56.512	407
56.562	433
56.612	469
56.663	484
56.713	519
56.764	537
56.814	538
56.864	557
56.914	552
56.964	547
57.014	539
57.065	502
57.115	495
57.165	466
57.215	425
57.265	406
57.316	377
57.366	346
57.416	330
57.466	312
57.516	306
57.567	302
57.618	301
57.668	314
57.718	331
57.768	345
57.818	378
57.868	399
57.919	437
57.969	466
58.019	482
58.069	518
58.119	531
58.170	547
58.220	556
58.270	541
58.320	554
58.370	539
58.420	509
58.472	497
58.522	464
58.572	434
58.622	408
58.672	371
58.723	354
58.773	331
58.823	310
58.873	305
58.923	305
58.973	298
59.024	312
59.074	322
59.124	349
59.174	376
59.224	398
59.274	436
59.325	459
59.376	490
59.426	517
59.476	518
59.526	551
59.577	556
59.627	550
59.677	554
59.727	522
59.777	523
59.827	499
59.878	457
59.928	441
59.978	410
60.028	374
60.078	355
60.128	339
60.179	308
60.229	306
60.280	299
60.330	302
60.380	311
60.431	320
60.481	348
60.531	375
60.581	400
60.631	433
60.681	454
60.732	493
60.782	514
60.832	527
60.882	550
60.932	540
60.982	560
61.033	555
61.083	529
61.133	525
61.184	499
61.234	464
61.285	443
61.335	407
61.385	380
61.435	356
61.485	327
61.535	315
61.586	305
61.636	296
61.686	301
61.736	306
61.786	324
61.836	346
61.887	364
61.937	401
61.987	431
62.037	456
62.088	491
62.139	504
62.189	538
62.239	551
62.289	544
62.339	562
62.389	554
62.440	538
62.490	527
62.540	488
62.590	475
62.640	445
62.691	404
62.741	385
62.791	357
62.841	328
62.891	316
62.941	300
62.993	300
63.043	301
63.093	304
63.143	322
63.193	344
63.243	364
63.294	399
63.344	418
63.394	460
63.444	488
63.494	502
63.545	535
63.595	546
63.645	553
63.695	561
63.745	541
63.795	547
63.846	529
63.897	493
63.947	477
63.997	444
64.047	410
64.097	386
64.148	353
64.198	336
64.248	318
64.298	300
64.348	301
64.399	303
64.449	301
64.499	322
64.549	336
64.599	367
64.649	396
64.700	417
64.750	458
64.801	482
64.851	508
64.901	533
64.952	533
65.002	557
65.052	559
65.102	548
65.152	548
65.202	523
65.253	503
65.303	480
65.353	437
65.403	419
65.453	389
65.503	356
65.554	338
65.604	322
65.654	302
65.705	302
65.755	298
65.806	308
65.856	321
65.906	336
65.956	366
66.006	393
66.056	422
66.107	456
66.157	469
66.207	510
66.257	531
66.307	537
66.357	556
66.408	536
66.458	559
66.508	547
66.558	517
66.609	510
66.660	480
66.710	443
66.760	422
66.810	393
66.860	360
66.910	340
66.961	316
67.011	308
67.061	303
67.111	296
67.161	307
67.211	319
67.262	336
67.312	364
67.362	384
67.412	423
67.462	452
67.514	473
67.564	508
67.614	513
67.664	547
67.714	555
67.764	541
67.815	558
67.865	546
67.915	522
67.965	511
68.015	471
68.065	452
68.116	423
68.166	385
68.216	365
68.266	342
68.316	316
