#Creator: pendulumdriveEventBuffer
#Creation time: Tue Apr  4 15:26:34 2017
#Time	Pos
#[s]	[au]
0.051	471
0.101	462
0.151	478
0.201	474
0.251	464
0.301	464
0.352	441
0.402	440
0.452	426
0.502	398
0.552	395
0.603	380
0.653	362
0.704	358
0.754	342
0.804	342
0.854	346
0.905	343
0.955	357
1.005	367
1.055	372
1.105	397
1.155	403
1.206	432
1.256	448
1.306	452
1.356	477
1.406	482
1.457	483
1.507	493
1.557	471
1.608	483
1.658	471
1.708	446
1.759	440
1.809	419
1.859	395
1.909	384
1.959	357
2.010	352
2.060	341
2.110	328
2.160	331
2.210	335
2.260	336
2.311	353
2.361	359
2.411	386
2.461	406
2.512	415
2.562	448
2.613	462
2.663	474
2.713	494
2.763	486
2.813	504
2.864	501
2.914	479
2.964	483
3.014	462
3.064	441
3.114	426
3.165	395
3.215	384
3.265	364
3.315	341
3.365	336
3.416	330
3.467	320
3.517	328
3.567	326
3.617	347
3.667	364
3.718	376
3.768	404
3.818	423
3.868	442
3.918	467
3.968	465
4.019	495
4.069	501
4.119	494
4.169	502
4.219	487
4.269	477
4.321	466
4.371	432
4.421	425
4.471	404
4.521	376
4.572	365
4.622	351
4.672	334
4.722	333
4.772	324
4.822	334
4.873	342
4.923	345
4.973	369
5.023	387
5.073	402
5.123	427
5.174	433
5.225	463
5.275	475
5.325	475
5.375	492
5.426	479
5.476	488
5.526	483
5.576	459
5.626	458
5.676	441
5.727	416
5.777	407
5.827	383
5.877	370
5.927	363
5.978	347
6.028	349
6.078	347
6.129	342
6.179	354
6.229	363
6.280	371
6.330	389
6.380	394
6.430	418
6.480	431
6.530	436
6.581	458
6.631	451
6.681	470
6.731	476
6.781	460
6.832	472
6.882	465
6.932	449
6.982	448
7.033	423
7.083	418
7.134	408
7.184	386
7.234	384
7.284	373
7.334	360
7.384	361
7.435	351
7.485	356
7.535	362
7.585	359
7.635	377
7.686	386
7.736	390
7.786	412
7.836	415
7.886	437
7.937	450
7.988	446
8.038	468
8.088	470
8.138	466
8.188	475
8.239	458
8.289	464
8.339	454
8.389	428
8.439	430
8.489	413
8.540	394
8.590	387
8.640	367
8.690	364
8.740	357
8.790	342
8.842	350
8.892	352
8.942	352
8.992	366
9.042	368
9.093	392
9.143	408
9.193	414
9.243	440
9.293	451
9.343	461
9.394	479
9.444	470
9.494	488
9.544	487
9.594	470
9.644	474
9.695	458
9.746	439
9.796	429
9.846	400
9.896	394
9.947	376
9.997	354
10.047	349
10.097	342
10.147	331
10.197	337
10.248	333
10.298	350
10.348	362
10.398	371
10.448	397
10.498	413
10.549	432
10.599	455
10.650	454
10.700	485
10.750	494
10.801	488
10.851	501
10.901	489
10.951	480
11.001	474
11.051	445
11.102	438
11.152	417
11.202	389
11.252	377
11.302	364
11.352	338
11.403	334
11.453	321
11.504	327
11.554	331
11.604	332
11.655	354
11.705	372
11.755	386
11.805	413
11.855	423
11.905	456
11.956	472
12.006	474
12.056	499
12.106	487
12.156	503
12.207	502
12.257	476
12.307	478
12.357	459
12.408	430
12.458	417
12.509	395
12.559	370
12.609	357
12.659	335
12.709	333
12.759	328
12.810	321
12.860	332
12.910	343
12.960	352
13.010	373
13.061	385
13.111	414
13.161	434
13.211	446
13.261	472
13.312	472
13.363	494
13.413	500
13.463	487
13.513	495
13.563	484
13.613	461
13.664	455
13.714	427
13.764	412
13.814	397
13.864	368
13.915	362
13.965	350
14.015	336
14.065	338
14.115	331
14.165	340
14.217	352
14.267	355
14.317	381
14.367	396
14.417	406
14.467	432
14.518	434
14.568	462
14.618	473
14.668	466
14.718	485
14.769	482
14.819	472
14.869	474
14.919	450
14.969	449
15.019	435
15.070	410
15.121	406
15.171	390
15.221	371
15.271	368
15.322	352
15.372	355
15.422	355
15.472	348
15.522	361
15.572	370
15.623	374
15.673	392
15.723	395
15.773	418
15.823	430
15.873	432
15.924	453
15.974	458
16.025	459
16.075	471
16.125	459
16.176	469
16.226	464
16.276	444
16.326	447
16.376	434
16.426	417
16.477	411
16.527	388
16.577	387
16.627	378
16.677	361
16.727	363
16.778	360
16.828	355
16.878	362
16.929	358
16.979	376
17.030	385
17.080	389
17.130	410
17.180	421
17.230	431
17.280	450
17.331	445
17.381	469
17.431	473
17.481	464
17.531	477
17.581	467
17.632	460
17.682	456
17.732	429
17.782	430
17.833	415
17.884	392
17.934	386
17.984	373
18.034	356
18.084	353
18.134	342
18.185	347
18.235	349
18.285	348
18.335	365
18.385	379
18.435	388
18.486	409
18.536	414
18.586	444
18.636	457
18.686	463
18.738	483
18.788	475
18.838	489
18.888	491
18.938	468
18.988	476
19.039	461
19.089	436
19.139	428
19.189	404
19.239	386
19.290	373
19.340	350
19.390	346
19.440	338
19.490	326
19.540	335
19.591	343
19.642	344
19.692	364
19.742	372
19.792	400
19.842	419
19.893	430
19.943	459
19.993	463
20.043	487
20.093	498
20.144	487
20.194	503
20.244	494
20.294	478
20.344	473
20.394	441
20.445	432
20.495	413
20.546	383
20.596	372
20.646	355
20.696	336
20.747	332
20.797	323
20.847	322
20.897	333
20.947	337
20.998	358
21.048	376
21.098	389
21.148	418
21.198	429
21.248	459
21.299	478
21.349	477
21.400	500
21.450	501
21.500	493
21.551	498
21.601	474
21.651	472
21.701	453
21.751	422
21.801	412
21.852	390
21.902	366
21.952	355
22.002	335
22.052	332
22.102	331
22.153	326
22.203	338
22.253	348
22.304	355
22.354	381
22.405	390
22.455	419
22.505	440
22.555	445
22.605	474
22.655	481
22.706	484
22.756	496
22.806	478
22.856	489
22.906	478
22.956	453
23.007	448
23.057	428
23.107	406
23.157	395
23.208	370
23.259	364
23.309	354
23.359	340
23.409	344
23.459	345
23.509	344
23.560	359
23.610	364
23.660	384
23.710	399
23.760	407
23.810	431
23.861	443
23.911	452
23.961	468
24.011	461
24.061	478
24.113	478
